,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
71,1547127414.804515,CDGFG34ObatCgcyPc2,192.168.1.197,50708.0,185.244.25.183,4975.0,tcp,-,3.080244,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
72,1547127414.803273,ClLNQD2vzjE8lYyBsa,192.168.1.197,58947.0,192.168.1.1,53.0,udp,dns,0.000748,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
73,1547127421.964674,CLW4JLn5szKlTEdk4,192.168.1.197,50708.0,185.244.25.183,4975.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
74,1547127424.806043,CSvrKK2aFN8g6TtgUe,192.168.1.197,47580.0,192.168.1.1,53.0,udp,dns,0.003496,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
75,1547127431.959948,CfceZ82kLHImy5GThh,192.168.1.197,50716.0,185.244.25.183,4975.0,tcp,-,1.015420,52,124,RSTR,-,-,0.0,ShAdfDr,5.0,320.0,4.0,328.0,-   Benign   -
76,1547127428.842983,C6E10X2kvSYn9zMQwj,192.168.1.197,57838.0,192.168.1.1,53.0,udp,dns,0.000498,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
77,1547127430.876570,C3HOGC4bchnqyid4jd,192.168.1.197,50268.0,192.168.1.1,53.0,udp,dns,0.000748,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
78,1547127431.958951,CGywBF3T0zeoNO52fj,192.168.1.197,38168.0,192.168.1.1,53.0,udp,dns,0.000498,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
79,1547127432.960629,C4vpSb4BH78YWCk20c,192.168.1.197,42510.0,192.168.1.1,53.0,udp,dns,0.002496,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
80,1547127437.849079,ClPlYr3vgcXmdbGpec,192.168.1.197,50724.0,185.244.25.183,4975.0,tcp,-,1.014921,52,124,RSTR,-,-,0.0,ShAdfDr,5.0,320.0,4.0,328.0,-   Benign   -
81,1547127438.850506,CZQPvi1hH1byKlA3Jb,192.168.1.197,50726.0,185.244.25.183,4975.0,tcp,-,1.015419,52,124,RSTR,-,-,0.0,ShAdfDr,5.0,320.0,4.0,328.0,-   Benign   -
82,1547127435.735291,Ce1jz83xH5Wkfr8Aih,192.168.1.197,46802.0,192.168.1.1,53.0,udp,dns,0.000498,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
83,1547127436.787189,CffiPt4SoxNK49cBIb,192.168.1.197,39927.0,192.168.1.1,53.0,udp,dns,0.000748,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
84,1547127437.848082,Cw6QDk3H1G6NmUZ7bh,192.168.1.197,56124.0,192.168.1.1,53.0,udp,dns,0.000749,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
85,1547127438.849760,C8ZLY84NfLWtwz7r6k,192.168.1.197,55070.0,192.168.1.1,53.0,udp,dns,0.000497,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
86,1547127439.851436,CqtzAc5pzntj15C16,192.168.1.197,46397.0,192.168.1.1,53.0,udp,dns,0.000498,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
87,1547127445.071697,C9FNh52cYTNity0rk5,192.168.1.197,50734.0,185.244.25.183,4975.0,tcp,-,1.015920,52,124,RSTR,-,-,0.0,ShAdfDr,5.0,320.0,4.0,328.0,-   Benign   -
88,1547127446.073374,C1r7AqHipSTrlzkbl,192.168.1.197,50736.0,185.244.25.183,4975.0,tcp,-,3.091240,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
89,1547127441.978968,CFviJy1aPTUTjOBocc,192.168.1.197,46900.0,192.168.1.1,53.0,udp,dns,0.000749,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
90,1547127443.036367,CPE8iWp0LAs6rEeE7,192.168.1.197,46494.0,192.168.1.1,53.0,udp,dns,0.001497,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
91,1547127445.070701,C00dx3E5XVNJDULWf,192.168.1.197,33267.0,192.168.1.1,53.0,udp,dns,0.000746,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
92,1547127446.072375,CujNra3H6NXD3mpLn5,192.168.1.197,48498.0,192.168.1.1,53.0,udp,dns,0.000501,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
93,1547127453.244777,Cjj3Us1C5eVi8H0ub3,192.168.1.197,50736.0,185.244.25.183,4975.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
94,1547127456.109132,ChAyQD3SgR13GGKQqd,192.168.1.197,50738.0,185.244.25.183,4975.0,tcp,-,3.135464,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
95,1547127405.024612,ChdmjD2FyVqjyoyuQ3,192.168.1.197,123.0,83.167.252.118,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,-   Benign   -
96,1547127406.008050,Co2LG44UsNw48bVbx3,192.168.1.197,123.0,147.231.100.5,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,-   Benign   -
97,1547127456.074911,CHwARA3dqfK0aeh4e,192.168.1.197,54789.0,192.168.1.1,53.0,udp,dns,0.033730,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
98,1547127463.324756,Cg0qc10C9IKMdYTzb,192.168.1.197,50738.0,185.244.25.183,4975.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
99,1547127466.110914,CTSbCz2rL8jVJX2Ve1,192.168.1.197,44296.0,192.168.1.1,53.0,udp,dns,0.000497,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
100,1547127467.163062,CnqkqS2Fblr0YYs191,192.168.1.197,46533.0,192.168.1.1,53.0,udp,dns,0.000497,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
101,1547127468.196728,CA20qy4Tfgqn7bQl21,192.168.1.197,56968.0,192.168.1.1,53.0,udp,dns,0.002239,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
102,1547127422.007900,CMDqwi2JLeJwMMU9Xj,192.168.1.197,123.0,89.221.214.130,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,-   Benign   -
103,1547127472.232411,CNJJaU3k63bLxymIZ1,192.168.1.197,46942.0,192.168.1.1,53.0,udp,dns,0.000500,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
104,1547127473.280062,C37KH043rNVQ1PZeB3,192.168.1.197,35329.0,192.168.1.1,53.0,udp,dns,0.000501,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
105,1547127474.329712,CgxGvB2bgT6cfeOW5j,192.168.1.197,43226.0,192.168.1.1,53.0,udp,dns,0.000498,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
106,1547127475.391102,CpJYJM3z4GpABD44b,192.168.1.197,50752.0,185.244.25.183,4975.0,tcp,-,4.015707,52,124,RSTR,-,-,0.0,ShAdfDr,7.0,440.0,4.0,328.0,-   Benign   -
107,1547127475.387856,CA985w3xKB7Hg3N227,192.168.1.197,37478.0,192.168.1.1,53.0,udp,dns,0.002997,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
108,1547127479.393313,C5Oi3c0eRtoafLYrc,192.168.1.197,50754.0,185.244.25.183,4975.0,tcp,-,1.014927,52,124,RSTR,-,-,0.0,ShAdfDr,5.0,320.0,4.0,328.0,-   Benign   -
109,1547127483.591661,CDFxyB1xXJAsoN33W7,192.168.1.197,50760.0,185.244.25.183,4975.0,tcp,-,3.092989,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
110,1547127479.392316,C8k4ys20WNd820Mc05,192.168.1.197,37322.0,192.168.1.1,53.0,udp,dns,0.000499,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
111,1547127480.393994,CTMeEY1G85JlSvSHs9,192.168.1.197,60153.0,192.168.1.1,53.0,udp,dns,0.000752,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
112,1547127481.480371,CzqD6x4r1Me9VxRsM3,192.168.1.197,60466.0,192.168.1.1,53.0,udp,dns,0.000999,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
113,1547127483.590664,C9sy8b3k3gDq1Jaqvb,192.168.1.197,36899.0,192.168.1.1,53.0,udp,dns,0.000499,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
114,1547127490.764560,ChmZAi3JcPSxWTDHr8,192.168.1.197,50760.0,185.244.25.183,4975.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
115,1547127493.597694,CtKvDR1iuX6cJgu6Dj,192.168.1.197,50762.0,185.244.25.183,4975.0,tcp,-,3.086980,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
116,1547127493.593202,CDLJKJ2cb79MfSatfl,192.168.1.197,54395.0,192.168.1.1,53.0,udp,dns,0.003987,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
117,1547127500.764590,CYQU0z4dIa6eoGilQf,192.168.1.197,50762.0,185.244.25.183,4975.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,-   Benign   -
118,1547127503.599220,C9ae8QTvAItIVL1ci,192.168.1.197,53130.0,192.168.1.1,53.0,udp,dns,0.000748,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
119,1547127505.635806,CvHWdP1EQzyUGLMkGi,192.168.1.197,59987.0,192.168.1.1,53.0,udp,dns,0.000497,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
120,1547127509.675243,CyKmKC3rf0DqWoNf6d,192.168.1.197,51107.0,192.168.1.1,53.0,udp,dns,0.000499,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
121,1547127515.835969,CZZYxo1oh8OPygSlA5,192.168.1.197,50774.0,185.244.25.183,4975.0,tcp,-,1.039410,52,124,RSTR,-,-,0.0,ShAdfDr,5.0,320.0,4.0,328.0,-   Benign   -
122,1547127513.748663,CTYZcy4T8ZYrtfezU,192.168.1.197,52114.0,192.168.1.1,53.0,udp,dns,0.000749,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
123,1547127514.801811,CkqXR01zRhJbp705K1,192.168.1.197,38979.0,192.168.1.1,53.0,udp,dns,0.000499,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
124,1547127515.835221,CbhjBp3JuyqdGIfGgl,192.168.1.197,41702.0,192.168.1.1,53.0,udp,dns,0.000498,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
125,1547127520.931810,CjDqnl2tYBtX2bV4D2,192.168.1.197,50778.0,185.244.25.183,4975.0,tcp,-,3.112724,0,0,S0,-,-,0.0,S,3.0,180.0,0.0,0.0,-   Benign   -
126,1547127516.836897,CrVszE256NBvjrYVvf,192.168.1.197,39371.0,192.168.1.1,53.0,udp,dns,0.000999,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
127,1547127520.925059,CiNGPh1OMYJz7pfEvg,192.168.1.197,55090.0,192.168.1.1,53.0,udp,dns,0.006251,29,45,SF,-,-,0.0,Dd,1.0,57.0,1.0,73.0,-   Benign   -
